pdb_id,resolution,ligand_id,ligand_heavy_atoms,ligand_chain,family,n_chains,structure_format,has_TYR_5A,has_TYR_8A,has_TYR_10A,has_TYR_12A,has_TYR_15A,has_CYS_5A,has_CYS_8A,has_CYS_10A,has_CYS_12A,has_CYS_15A,has_SER_5A,has_SER_8A,has_SER_10A,has_SER_12A,has_SER_15A,has_THR_5A,has_THR_8A,has_THR_10A,has_THR_12A,has_THR_15A,has_LYS_5A,has_LYS_8A,has_LYS_10A,has_LYS_12A,has_LYS_15A,has_ANY_5A,has_ANY_8A,has_ANY_10A,has_ANY_12A,has_ANY_15A,count_TYR_5A,count_TYR_8A,count_TYR_10A,count_TYR_12A,count_TYR_15A,count_CYS_5A,count_CYS_8A,count_CYS_10A,count_CYS_12A,count_CYS_15A,count_SER_5A,count_SER_8A,count_SER_10A,count_SER_12A,count_SER_15A,count_THR_5A,count_THR_8A,count_THR_10A,count_THR_12A,count_THR_15A,count_LYS_5A,count_LYS_8A,count_LYS_10A,count_LYS_12A,count_LYS_15A,min_TYR_dist,min_CYS_dist,min_SER_dist,min_THR_dist,min_LYS_dist,tyr_pocket_sasa,n_tyr_pocket_10A,sasa_computed
9WDH,2.8,A1EVY,37,A,Transferase(other),2,cif,False,True,True,True,True,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,0,1,2,2,5,0,0,3,3,3,0,0,4,5,7,0,1,3,6,7,0,1,1,2,3,6.981777667999268,9.134173393249512,8.425241470336914,6.429010391235352,6.653647422790527,47.66991371727865,2,True
29AI,2.618,A1J1S,31,A,Other,4,cif,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,0,0,0,1,2,1,2,3,3,4,0,1,1,3,4,0,1,2,4,5,0,0,0,0,2,10.1083402633667,4.517924785614014,6.165553569793701,5.088086128234863,12.29628562927246,,0,False
37ET,2.09,GSU,32,A,Epigenetic/reader,1,pdb,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,0,2,0,1,1,1,2,0,2,2,3,4,0,0,0,2,2,0,0,1,2,2,13.430549621582031,6.855350971221924,6.535231590270996,10.539852142333984,8.510016441345215,,0,False
9S5O,1.48,HEM,43,A,Oxidoreductase,2,pdb,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,0,1,2,0,0,0,0,0,0,0,1,2,4,0,1,2,4,7,0,1,1,1,4,11.505566596984863,18.278249740600582,9.51479148864746,7.891548633575439,7.354650497436523,,0,False
7IMS,1.66,W0Y,14,A,Other,1,pdb,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,0,1,1,1,2,0,0,0,0,0,0,1,1,1,2,1,3,4,5,6,0,0,0,0,1,7.902205467224121,,7.435243606567383,3.935336351394653,14.617796897888184,122.43013617242926,1,True
9ZHM,1.07,NAP,48,A,Oxidoreductase,1,pdb,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,0,1,1,1,1,0,0,0,0,0,0,0,2,3,5,1,2,2,2,4,0,0,0,0,1,6.798061847686768,15.835339546203612,8.556772232055664,4.211943626403809,12.518488883972168,10.28923173162284,1,True
30TO,1.8,SIT,45,A,Other,2,pdb,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,2,6,0,0,1,1,1,0,2,4,5,7,0,0,1,3,3,0,0,3,3,4,10.958401679992676,8.331937789916992,7.086750030517578,9.530426025390623,8.6812105178833,,0,False
26AP,1.5,PF5,16,A,Antibody/Immune,2,pdb,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,0,0,2,3,4,0,0,0,0,0,0,0,3,4,5,0,0,0,0,0,1,2,4,5,7,8.858417510986328,28.145511627197266,9.366453170776367,20.53252220153809,3.447307586669922,36.760909243969394,2,True
9WY0,1.8,A1MCC,13,A,Oxidoreductase,1,cif,True,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True,1,2,3,5,6,0,0,1,2,3,0,1,2,2,2,0,2,2,5,6,0,0,0,2,3,3.779057741165161,9.802864074707031,7.120851516723633,6.309286594390869,10.526294708251951,44.25566415791598,3,True
9Y1P,1.8,PMP,16,A,Other,2,pdb,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,1,2,2,3,4,0,0,0,2,5,0,1,3,4,8,0,2,2,5,8,1,1,2,3,5,4.483369827270508,10.300609588623049,6.302223205566406,6.392008304595947,4.176387310028076,46.0058401428698,2,True
9S0K,2.36,ADP,27,B,Transferase(other),2,pdb,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,3,3,5,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,0,2,4,5,5,8.000751495361328,18.029762268066406,14.270562171936035,5.358883857727051,6.075892925262451,195.094708981207,3,True
9RZ0,2.3,A1JJX,69,A,Other,12,cif,False,True,True,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,True,False,True,True,True,True,0,1,2,2,5,0,0,0,1,1,0,0,0,1,4,0,0,0,1,2,0,0,0,1,2,5.560472011566162,10.665907859802246,10.308594703674316,10.949780464172363,11.531906127929688,67.13309373594421,2,True
13UJ,1.39,3AE,13,B,Other,2,pdb,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,2,3,5,6,0,0,0,2,3,13.947577476501465,,10.119769096374512,7.770989418029785,10.022366523742676,,0,False
23KS,2.3,SAO,26,A,Other,4,pdb,False,False,True,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,0,0,2,3,5,0,1,1,1,1,0,0,1,1,2,0,1,1,2,2,0,0,0,0,0,9.223587989807127,6.02238655090332,8.641087532043457,7.184245586395264,,91.33044869091704,2,True
14ZV,2.44,B0A,17,A,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,0,0,1,1,3,0,0,0,0,1,27.86351585388184,22.431442260742188,6.355193614959717,8.138375282287598,12.546887397766112,,0,False
30TP,1.6,SEP,10,P,Other,2,pdb,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,0,2,2,5,7,0,0,0,0,1,0,1,2,3,4,0,0,0,0,3,1,2,3,3,4,5.3145270347595215,13.097960472106934,5.148306846618652,14.14395809173584,4.544822216033936,1.039112367218437,2,True
13UQ,2.0,A1C1L,14,B,Other,2,cif,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,3,4,6,0,0,0,2,3,14.723669052124023,,10.093904495239258,7.234207630157471,11.169858932495115,,0,False
9S4B,1.8,FAD,53,A,Oxidoreductase,1,pdb,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,0,3,6,7,11,0,0,1,1,1,1,5,5,5,9,0,0,1,3,5,0,0,1,1,2,6.84683895111084,9.316607475280762,4.644676208496094,9.198899269104004,8.693557739257812,157.67849774830557,6,True
9TDD,1.749,BGC,12,DDD,Oxidoreductase,1,cif,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,False,True,True,True,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2,0,0,1,2,2,0,0,0,0,1,9.368962287902832,18.26914596557617,12.04074001312256,8.272165298461914,14.032808303833008,,1,False
9RYY,2.0,A1JJV,67,A,Other,12,cif,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,False,False,False,True,True,False,True,True,True,True,0,1,2,2,6,0,0,0,1,1,0,0,1,1,6,0,0,0,2,2,0,0,0,1,2,5.129476547241211,10.894367218017578,9.83598804473877,10.40279769897461,11.340068817138672,59.22784742671957,2,True
31DG,2.04,FMN,31,A,Oxidoreductase,1,cif,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0,2,2,0,0,1,1,2,0,1,2,4,9,0,1,1,2,2,1,1,1,2,3,11.228009223937988,9.041183471679688,7.993253231048584,6.007612228393555,4.951545715332031,,0,False
9WGC,1.8,A1EWI,31,A,Oxidoreductase,1,cif,False,False,False,True,True,False,False,False,False,True,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,0,1,3,0,0,0,0,1,0,0,3,4,6,0,0,1,2,4,0,1,1,2,4,10.08377456665039,14.225287437438965,8.604635238647461,9.320287704467772,6.353163242340088,,0,False
7IMU,1.71,A1CNE,16,A,Other,1,cif,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,5,9.350142478942873,,18.971437454223636,13.949241638183594,7.289239883422852,9.473993399527997,1,True
9N2P,2.26,A1C8Z,31,B,Other,1,cif,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,1,2,2,2,2,9.50655746459961,9.489287376403809,17.528629302978516,12.300116539001465,2.450183868408203,58.90694676290897,1,True
14VN,2.21,W0D,18,A,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,1,3,4,6,0,1,1,1,3,0,0,0,1,1,27.87493133544922,22.94825935363769,5.529973983764648,7.71344518661499,11.498112678527832,,0,False
26RV,1.89,HEM,43,A,Other,1,pdb,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,0,1,1,2,3,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,2,3,6.81721305847168,,6.410012245178223,25.39195442199707,6.923314571380615,60.76582730432071,1,True
7IML,1.55,HWH,16,A,Other,1,pdb,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,0,1,1,1,2,0,0,0,0,0,0,1,1,1,2,1,1,4,4,7,0,0,0,2,3,7.598701000213623,,7.948596954345703,4.691163063049316,10.989581108093262,122.48261135576402,1,True
9HW8,1.5,U5P,21,A,Other,2,pdb,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,0,1,1,1,4,0,0,1,1,1,0,2,3,5,11,0,2,3,4,4,1,2,2,3,5,7.071725368499756,9.1655912399292,5.006140232086182,5.143819332122803,4.730604648590088,14.75597575208679,1,True
9RZB,1.53,A1JKG,22,A,Hydrolase(other),1,cif,False,False,True,True,True,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,0,0,1,3,5,0,0,0,0,2,0,0,1,2,2,0,0,0,0,0,0,0,2,2,6,9.202810287475586,13.831719398498535,9.63843059539795,16.16051483154297,8.720407485961914,33.767692625086326,1,True
9VYN,2.76,GTP,32,A,Other,6,cif,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,0,1,2,2,6,0,0,0,0,1,1,2,4,5,7,0,1,2,6,9,0,0,1,2,2,5.320147514343262,14.345762252807615,3.757402658462525,5.434255123138428,9.638545989990234,47.5435376934103,2,True
37EU,2.1,SAH,26,A,Epigenetic/reader,4,pdb,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,0,0,0,1,2,1,2,2,2,4,0,2,3,4,6,0,0,0,2,2,0,1,1,1,4,10.511366844177246,4.3658833503723145,5.289039134979248,10.691523551940918,7.305691719055176,,0,False
28SZ,2.52,DXC,28,A,Other,1,pdb,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,1,1,1,0,0,0,0,0,0,2,3,3,6,0,1,4,7,9,0,1,1,1,1,9.949200630187988,16.300331115722656,5.462189197540283,7.941783428192139,6.631826400756836,121.08543269707286,1,True
9RU4,1.6,SIA,21,A,Other,2,pdb,False,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,False,False,True,True,True,False,False,True,True,True,0,0,1,3,6,0,0,0,0,0,0,0,0,1,6,0,0,0,3,7,0,0,1,1,2,9.104310035705566,,11.03690242767334,10.96133518218994,8.477067947387695,4.94718997676806,1,True
9TF9,2.2,9JI,37,A,Kinase,1,pdb,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,1,2,4,0,1,2,2,2,0,1,1,1,1,0,1,1,1,2,0,2,2,4,5,8.616446495056152,6.313136100769043,6.020151615142822,7.5330491065979,6.017455577850342,28.837562578853607,1,True
30TW,1.7,HEM,43,A,Other,3,pdb,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,False,False,False,False,True,True,True,True,True,1,1,1,2,4,0,0,0,0,0,0,0,1,1,2,0,1,3,3,7,0,0,0,0,0,4.091642379760742,20.228240966796875,9.75227165222168,6.139601230621338,24.035768508911133,36.66385074781497,1,True
9TFA,2.2,A1JVO,36,A,Kinase,1,cif,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,1,2,4,0,1,2,2,2,0,1,1,1,1,0,1,1,1,2,0,2,2,4,5,9.495078086853027,6.098808288574219,5.91623592376709,7.416395664215088,5.850307464599609,19.94323442499736,1,True
14VR,2.008,A1DOQ,15,A,Other,2,cif,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,0,1,1,1,3,0,0,0,0,1,27.84564781188965,22.266366958618164,6.005394458770752,7.9538373947143555,12.20303440093994,,0,False
30TJ,2.15,SIT,45,A,Other,2,pdb,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,2,6,0,0,1,1,1,0,1,3,4,6,0,0,0,2,2,0,0,3,3,4,10.463768005371094,8.145488739013672,6.389492034912109,11.035890579223633,8.626973152160645,,0,False
9VZ1,2.38,GTP,32,A,Other,6,cif,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,0,1,2,2,6,0,0,0,0,1,1,2,4,5,7,0,1,2,6,9,0,0,1,2,2,5.193833827972412,13.899077415466309,3.7659153938293457,5.796255111694336,9.507488250732422,48.74440060754932,2,True
9X2H,1.9,A1EYX,10,A,Transferase(other),1,cif,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True,True,True,True,True,1,1,1,2,2,1,2,2,2,3,0,0,1,2,2,0,0,0,1,3,0,1,3,4,7,4.488429069519043,4.99661922454834,9.984004020690918,11.422821044921877,7.249118804931641,59.45875223168301,1,True
7IM4,1.61,K24,10,A,Other,1,pdb,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,1,1,1,1,2,2,15.247831344604492,,10.05011749267578,11.843441009521484,3.8551299571990967,,0,False
9NYJ,2.49,A1C8Z,31,B,Other,1,cif,False,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,True,True,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,2,2,2,2,9.182910919189451,9.332125663757324,17.427431106567383,12.039684295654297,2.6262636184692383,59.28661011930743,1,True
9Q4B,2.194,NAD,44,A,Oxidoreductase,2,cif,False,False,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,0,0,0,2,4,0,0,1,2,3,1,1,1,2,2,1,2,2,4,6,0,0,2,2,6,10.115142822265623,9.247880935668944,3.233175039291382,3.299931049346924,8.17370891571045,,0,False
9RZ1,2.3,A1JJY,68,A,Other,12,cif,False,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False,False,False,True,True,False,False,False,True,True,False,True,True,True,True,0,1,2,2,6,0,0,0,1,1,0,0,1,1,4,0,0,0,2,2,0,0,0,1,2,5.302315711975098,10.538636207580566,9.7077054977417,10.80747127532959,11.404339790344238,58.47458009477196,2,True
9S40,1.47,A1JLM,22,A,Other,1,cif,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,1,2,3,12.760473251342772,,12.97124195098877,11.83211612701416,6.826443672180176,,0,False
9WOZ,2.49,FAD,53,A,Oxidoreductase,2,pdb,False,False,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,0,0,0,1,5,0,0,1,1,2,0,2,4,5,7,2,2,3,4,7,0,0,0,1,4,10.012800216674805,8.859890937805176,6.101898193359375,2.741219043731689,11.40487575531006,,0,False
13UO,1.74,4ZA,11,B,Other,2,cif,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,3,4,6,0,0,0,2,3,14.216309547424316,,10.175073623657228,7.464505672454834,10.389444351196287,,0,False
7IM2,1.62,RXS,15,A,Other,1,pdb,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,False,False,False,True,True,True,True,True,0,0,1,1,1,0,0,0,0,0,0,1,1,1,2,1,3,4,5,5,0,0,0,0,0,8.560004234313965,,5.7798285484313965,4.130398750305176,15.173135757446287,119.69608110391027,1,True
32TC,1.56,60P,9,A,Other,1,pdb,False,False,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,0,0,1,1,1,0,0,0,0,0,0,2,3,3,4,0,1,1,2,2,0,0,0,0,0,9.928853034973145,16.799531936645508,5.892839431762695,7.790400981903076,18.20281410217285,68.56285403198038,1,True
9Z69,1.98,DGD,66,A,Other,40,cif,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,0,0,0,0,2,0,0,0,1,1,0,0,1,4,4,0,0,0,0,3,0,0,0,1,2,14.245152473449709,10.41128921508789,8.369873046875,12.486527442932127,11.188587188720703,,0,False
29AH,2.2,A1J1T,36,A,Other,1,cif,False,False,False,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,0,1,1,0,0,0,0,0,0,1,1,5,6,0,1,1,2,5,0,0,0,1,2,10.672237396240234,,6.23965311050415,5.394361972808838,11.681591033935549,,0,False
23EO,1.73,BP5,17,A,Other,3,cif,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,2,2,3,20.73692321777344,,23.912670135498047,8.943719863891602,7.560978889465332,,0,False
9TM5,1.45,35R,28,A,Transferase(other),1,pdb,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,0,2,2,3,4,0,0,0,1,1,0,1,2,2,2,0,0,0,1,1,0,1,3,5,8,5.2859649658203125,10.07631015777588,5.484825134277344,10.434026718139648,7.022585391998291,105.24752438328557,2,True
36MB,2.0,PRO,8,A,Other,4,pdb,False,False,False,True,True,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,0,0,0,1,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,2,3,5,8,11.765674591064451,12.979850769042969,7.565882682800293,16.77773666381836,6.388669490814209,,0,False
30XX,1.15,A1J8Y,25,A,Other,1,cif,False,True,True,True,True,False,False,True,True,True,False,False,True,True,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True,0,1,1,1,4,0,0,1,1,1,0,0,1,2,3,1,2,2,2,3,0,0,0,0,2,7.9968342781066895,8.793240547180176,8.214138984680176,3.680793285369873,13.564865112304688,4.458946019004562,1,True
9LWE,2.9,HEM,43,A,Oxidoreductase,1,cif,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,True,True,True,True,True,True,True,True,0,1,1,1,1,1,1,1,1,1,0,1,1,2,7,0,1,5,7,8,0,0,1,1,1,5.691565990447998,2.74975061416626,7.691694736480713,5.762617588043213,9.419445037841797,81.37795219855681,1,True
9ZRD,1.69,APR,36,A,Other,1,pdb,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,1,2,4,4,0,1,2,2,2,0,1,1,3,5,0,1,1,2,4,0,0,0,1,6,6.86722993850708,5.108438491821289,6.704545497894287,6.267207622528076,11.915238380432127,69.17985266505819,2,True
7ILS,1.67,WNM,15,A,Other,1,pdb,False,True,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,3,3,4,7.984042167663574,,21.426029205322266,14.117411613464355,7.660573482513428,10.84580572763608,1,True
28JK,2.44,A1JZ1,60,A,Oxidoreductase,2,cif,False,True,True,True,True,False,True,True,True,True,False,False,False,True,True,False,False,False,True,True,False,True,True,True,True,False,True,True,True,True,0,1,1,1,2,0,1,1,1,2,0,0,0,1,4,0,0,0,1,2,0,1,1,1,4,7.157243251800537,7.34647798538208,11.217485427856444,10.251315116882324,7.26577091217041,72.22098014781594,1,True
9I87,2.0,A1I0J,20,G,Transferase(other),4,cif,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,5,6,13.569181442260742,20.88026428222656,11.704214096069336,14.63245677947998,10.434386253356934,,0,False
9Q5P,1.33,RPI,16,A,Other,1,pdb,False,True,True,True,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,True,True,True,0,2,2,2,2,0,0,0,0,0,0,0,0,0,3,1,2,2,2,3,0,0,0,1,1,5.604269027709961,,12.045475959777832,3.597852945327759,10.875873565673828,152.99738565198064,2,True
13UN,1.42,2SX,14,A,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,2,5,0,0,2,2,5,17.28245735168457,,10.40542697906494,6.93358850479126,9.19558811187744,,0,False
14XF,1.84,TEH,17,A,Other,2,pdb,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,1,0,1,1,1,3,0,1,2,2,4,0,1,1,1,1,20.52265167236328,12.419529914855955,6.749735355377197,7.221876621246338,7.84674072265625,,0,False
14VT,2.08,TEK,15,B,Other,2,pdb,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,4,1,1,2,2,2,29.89583396911621,23.3833122253418,4.887324333190918,9.7036771774292,4.030013084411621,,0,False
9S95,1.55,3MI,20,A,Other,2,pdb,False,False,False,True,True,False,False,False,False,False,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,False,True,True,True,True,0,0,0,4,5,0,0,0,0,0,0,0,4,5,9,0,2,3,3,7,0,1,1,1,1,10.814109802246094,15.95091438293457,8.104259490966797,5.58452033996582,5.425928115844727,,0,False
13UM,1.79,4BL,13,B,Other,2,pdb,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,3,4,6,0,0,0,2,3,14.145709991455078,,10.319201469421388,7.471140384674072,10.464192390441896,,0,False
14XK,1.82,A1DO0,14,B,Other,2,cif,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,0,0,1,1,4,1,1,2,2,2,29.60557556152344,22.613862991333008,4.6217803955078125,8.988524436950684,3.5463123321533203,,0,False
14VH,1.977,A1DOL,16,B,Other,2,cif,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,2,3,4,7,0,0,1,1,2,0,0,0,1,1,16.78692626953125,23.681018829345703,5.067355632781982,8.590407371520996,11.62937355041504,,0,False
9R2D,1.69,A1JCN,19,A,Transferase(other),2,cif,False,True,True,True,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,0,1,2,2,5,0,0,0,0,0,0,0,2,3,4,0,0,0,0,3,0,2,2,3,4,5.233700752258301,,8.152623176574707,12.382546424865724,6.491647720336914,153.3742504657564,2,True
9TJU,1.78,DCL,8,A,Transferase(other),1,pdb,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,0,4,5,8,10,0,0,0,0,3,0,2,3,4,4,0,1,2,2,3,0,0,0,0,1,5.629283905029297,12.597081184387209,5.175198554992676,7.767014503479004,14.751066207885742,53.56909661278873,5,True
9SI2,2.12,A1JN1,35,A,Transferase(other),1,cif,False,False,True,True,True,False,False,True,True,True,False,False,False,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,0,0,1,2,4,0,0,1,2,4,0,0,0,1,2,1,1,1,2,3,0,2,2,2,6,8.803925514221191,8.007431983947754,10.505072593688965,4.941551208496094,6.85174560546875,35.29873467538384,1,True
14UK,2.041,A1DNU,11,B,Other,2,cif,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,0,0,0,0,0,0,0,0,0,0,0,2,3,4,6,0,1,1,1,3,0,0,0,0,1,18.176916122436523,22.15106010437012,5.754775524139404,6.908607006072998,12.07470417022705,,0,False
