uniprot_id,gene,protein_name,length,n_transmem,stratum,mean_plddt,frac_plddt70,n_surface_nuc,pocket_id,pocket_volume,n_tyr_8A,n_cys_8A,n_ser_8A,n_thr_8A,n_lys_8A,n_tyr_10A,n_cys_10A,n_ser_10A,n_thr_10A,n_lys_10A,best_nucleophile_type,best_nuc_dist,best_nuc_sasa,best_nuc_plddt,cancer_expression,cancer_high,cancer_specificity,cancer_distribution,max_frac_high,n_prognostic_significant,uniprot_cancer_annotation
Q02978,SLC25A11,Mitochondrial 2-oxoglutarate/malate carrier protein,314,6,S1_cancer_TM,86.75,0.9236,62.0,2,226.1,2,0,0,0,2,2,0,0,1,2,TYR,5.03,10.26,89.0,0.0,True,Low cancer specificity,Detected in all,1.0,31.0,True
Q04759,PRKCQ,Protein kinase C theta type,706,0,S5_peripheral,79.73,0.7677,131.0,1,509.6,0,0,1,0,1,0,0,1,0,1,SER,4.2,75.16,97.06,0.0,False,Low cancer specificity,Detected in many,0.0,27.0,False
Q04759,PRKCQ,Protein kinase C theta type,706,0,S5_peripheral,79.73,0.7677,131.0,2,502.9,0,0,1,0,1,0,0,1,0,1,SER,6.47,94.71,40.56,0.0,False,Low cancer specificity,Detected in many,0.0,27.0,False
Q04759,PRKCQ,Protein kinase C theta type,706,0,S5_peripheral,79.73,0.7677,131.0,3,347.6,0,0,1,1,0,0,0,1,1,0,SER,4.52,73.99,97.69,0.0,False,Low cancer specificity,Detected in many,0.0,27.0,False
Q04912,MST1R,Macrophage-stimulating protein receptor,1400,1,S1_cancer_TM,80.14,0.795,203.0,1,610.9,0,0,1,0,0,0,0,1,1,0,SER,5.56,88.23,30.34,0.0,True,Low cancer specificity,Detected in many,0.8333333333333334,27.0,True
Q04912,MST1R,Macrophage-stimulating protein receptor,1400,1,S1_cancer_TM,80.14,0.795,203.0,2,310.5,1,0,2,0,0,1,0,2,0,0,TYR,7.95,20.15,92.75,0.0,True,Low cancer specificity,Detected in many,0.8333333333333334,27.0,True
Q04912,MST1R,Macrophage-stimulating protein receptor,1400,1,S1_cancer_TM,80.14,0.795,203.0,3,212.6,0,0,0,1,0,0,0,0,1,0,THR,7.6,91.66,44.97,0.0,True,Low cancer specificity,Detected in many,0.8333333333333334,27.0,True
Q05655,PRKCD,Protein kinase C delta type,676,0,S2_cancer_nonTM,80.71,0.8018,133.0,1,324.0,1,0,2,1,0,1,0,2,1,2,TYR,4.99,208.87,75.38,0.0,True,Low cancer specificity,Detected in all,1.0,31.0,True
Q05655,PRKCD,Protein kinase C delta type,676,0,S2_cancer_nonTM,80.71,0.8018,133.0,2,216.0,0,0,0,0,1,1,0,0,0,1,TYR,8.56,113.85,96.56,0.0,True,Low cancer specificity,Detected in all,1.0,31.0,True
Q08174,PCDH1,Protocadherin-1,1060,1,S3_singleTM,76.21,0.7217,226.0,1,9811.1,0,0,0,0,0,0,0,0,1,0,THR,9.07,25.12,92.75,0.0,False,Low cancer specificity,Detected in all,0.08333333333333333,31.0,False
Q08174,PCDH1,Protocadherin-1,1060,1,S3_singleTM,76.21,0.7217,226.0,2,5460.8,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.08333333333333333,31.0,False
Q08174,PCDH1,Protocadherin-1,1060,1,S3_singleTM,76.21,0.7217,226.0,3,1603.1,0,0,0,1,0,0,0,0,1,0,THR,4.71,31.36,78.94,0.0,False,Low cancer specificity,Detected in all,0.08333333333333333,31.0,False
Q12772,SREBF2,Sterol regulatory element-binding protein 2,1141,2,S4_multiTM,61.88,0.4873,249.0,1,9453.4,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.3333333333333333,31.0,False
Q12772,SREBF2,Sterol regulatory element-binding protein 2,1141,2,S4_multiTM,61.88,0.4873,249.0,2,2433.4,0,0,0,0,0,0,0,3,1,0,SER,8.1,103.46,39.16,0.0,False,Low cancer specificity,Detected in all,0.3333333333333333,31.0,False
Q12772,SREBF2,Sterol regulatory element-binding protein 2,1141,2,S4_multiTM,61.88,0.4873,249.0,3,1991.2,0,1,1,0,1,0,1,2,0,1,SER,4.34,15.96,85.56,0.0,False,Low cancer specificity,Detected in all,0.3333333333333333,31.0,False
Q12797,ASPH,Aspartyl/asparaginyl beta-hydroxylase,758,1,S3_singleTM,71.84,0.5937,136.0,1,2322.0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,True,Low cancer specificity,Detected in all,0.6,31.0,False
Q12797,ASPH,Aspartyl/asparaginyl beta-hydroxylase,758,1,S3_singleTM,71.84,0.5937,136.0,2,1377.0,0,0,0,1,1,0,0,0,1,1,LYS,7.35,200.88,31.8,0.0,True,Low cancer specificity,Detected in all,0.6,31.0,False
Q12797,ASPH,Aspartyl/asparaginyl beta-hydroxylase,758,1,S3_singleTM,71.84,0.5937,136.0,3,972.0,0,0,0,0,0,0,0,0,1,0,THR,9.27,141.09,34.03,0.0,True,Low cancer specificity,Detected in all,0.6,31.0,False
Q13255,GRM1,Metabotropic glutamate receptor 1,1194,7,S4_multiTM,70.94,0.639,247.0,1,5548.5,0,1,1,0,3,1,1,1,0,4,TYR,9.61,57.03,90.06,3.0,False,Cancer enriched,Detected in single,0.0,2.0,False
Q13255,GRM1,Metabotropic glutamate receptor 1,1194,7,S4_multiTM,70.94,0.639,247.0,2,840.4,0,0,0,1,0,0,0,0,1,0,THR,3.49,120.02,32.25,3.0,False,Cancer enriched,Detected in single,0.0,2.0,False
Q13255,GRM1,Metabotropic glutamate receptor 1,1194,7,S4_multiTM,70.94,0.639,247.0,3,742.5,0,0,0,0,0,0,0,0,0,0,,,,,3.0,False,Cancer enriched,Detected in single,0.0,2.0,False
Q13410,BTN1A1,Butyrophilin subfamily 1 member A1,526,1,S3_singleTM,84.24,0.8194,99.0,1,2065.5,0,0,1,0,1,0,0,1,0,1,LYS,6.09,120.62,81.5,0.0,False,Not detected,Not detected,0.0,0.0,False
Q13410,BTN1A1,Butyrophilin subfamily 1 member A1,526,1,S3_singleTM,84.24,0.8194,99.0,2,462.4,0,0,1,2,1,0,0,3,2,2,SER,2.7,84.62,66.0,0.0,False,Not detected,Not detected,0.0,0.0,False
Q13410,BTN1A1,Butyrophilin subfamily 1 member A1,526,1,S3_singleTM,84.24,0.8194,99.0,3,266.6,0,0,1,0,2,1,0,1,1,3,TYR,8.39,39.27,97.81,0.0,False,Not detected,Not detected,0.0,0.0,False
Q13477,MADCAM1,Mucosal addressin cell adhesion molecule 1,382,1,S3_singleTM,74.63,0.5916,76.0,1,540.0,0,1,2,0,0,0,2,2,2,0,SER,3.18,54.17,91.62,4.9,False,Cancer enhanced,Detected in some,0.16666666666666666,9.0,False
Q13477,MADCAM1,Mucosal addressin cell adhesion molecule 1,382,1,S3_singleTM,74.63,0.5916,76.0,2,475.9,0,0,0,0,0,0,0,0,0,0,,,,,4.9,False,Cancer enhanced,Detected in some,0.16666666666666666,9.0,False
Q13477,MADCAM1,Mucosal addressin cell adhesion molecule 1,382,1,S3_singleTM,74.63,0.5916,76.0,3,337.5,0,0,0,0,1,0,0,1,1,1,LYS,3.31,161.26,78.62,4.9,False,Cancer enhanced,Detected in some,0.16666666666666666,9.0,False
Q13492,PICALM,Phosphatidylinositol-binding clathrin assembly protein,652,0,S2_cancer_nonTM,66.21,0.4939,156.0,1,1096.9,0,0,0,0,0,0,0,0,0,0,,,,,0.0,True,Low cancer specificity,Detected in all,0.8181818181818182,31.0,True
Q13492,PICALM,Phosphatidylinositol-binding clathrin assembly protein,652,0,S2_cancer_nonTM,66.21,0.4939,156.0,2,712.1,0,0,0,1,0,0,0,0,1,0,THR,6.6,80.8,32.94,0.0,True,Low cancer specificity,Detected in all,0.8181818181818182,31.0,True
Q13492,PICALM,Phosphatidylinositol-binding clathrin assembly protein,652,0,S2_cancer_nonTM,66.21,0.4939,156.0,3,418.5,0,0,1,1,0,0,0,2,1,1,SER,6.47,77.42,96.06,0.0,True,Low cancer specificity,Detected in all,0.8181818181818182,31.0,True
Q14126,DSG2,Desmoglein-2,1118,1,S3_singleTM,64.51,0.5125,273.0,1,2257.9,0,0,0,0,0,0,0,0,0,0,,,,,0.0,True,Low cancer specificity,Detected in all,1.0,31.0,False
Q14126,DSG2,Desmoglein-2,1118,1,S3_singleTM,64.51,0.5125,273.0,2,1701.0,0,0,0,0,0,0,0,0,2,0,THR,8.94,118.6,32.97,0.0,True,Low cancer specificity,Detected in all,1.0,31.0,False
Q14126,DSG2,Desmoglein-2,1118,1,S3_singleTM,64.51,0.5125,273.0,3,1431.0,0,0,0,0,0,0,0,1,0,0,SER,9.15,105.99,31.02,0.0,True,Low cancer specificity,Detected in all,1.0,31.0,False
Q14162,SCARF1,Scavenger receptor class F member 1,830,1,S3_singleTM,65.16,0.4916,196.0,1,19095.8,0,0,1,0,0,0,0,1,0,0,SER,7.63,91.86,39.97,0.0,False,Low cancer specificity,Detected in many,0.0,26.0,False
Q14162,SCARF1,Scavenger receptor class F member 1,830,1,S3_singleTM,65.16,0.4916,196.0,2,11367.0,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in many,0.0,26.0,False
Q14162,SCARF1,Scavenger receptor class F member 1,830,1,S3_singleTM,65.16,0.4916,196.0,3,3648.4,0,0,0,0,1,0,0,0,0,1,LYS,5.08,196.39,29.23,0.0,False,Low cancer specificity,Detected in many,0.0,26.0,False
Q14435,GALNT3,Polypeptide N-acetylgalactosaminyltransferase 3,633,1,S1_cancer_TM,89.82,0.8799,117.0,1,5902.9,1,0,0,1,2,1,1,0,1,3,TYR,4.39,24.2,97.62,0.0,True,Low cancer specificity,Detected in all,1.0,31.0,True
Q14435,GALNT3,Polypeptide N-acetylgalactosaminyltransferase 3,633,1,S1_cancer_TM,89.82,0.8799,117.0,2,3837.4,0,0,1,0,1,0,0,2,0,1,LYS,5.59,99.95,78.69,0.0,True,Low cancer specificity,Detected in all,1.0,31.0,True
Q14435,GALNT3,Polypeptide N-acetylgalactosaminyltransferase 3,633,1,S1_cancer_TM,89.82,0.8799,117.0,3,664.9,0,0,1,0,0,1,0,1,0,1,TYR,9.52,60.26,98.12,0.0,True,Low cancer specificity,Detected in all,1.0,31.0,True
Q14626,IL11RA,Interleukin-11 receptor subunit alpha,422,1,S3_singleTM,81.54,0.737,80.0,1,1144.1,1,0,0,0,1,1,0,0,1,1,TYR,4.8,53.21,97.5,0.0,False,Low cancer specificity,Detected in all,0.3333333333333333,31.0,False
Q14626,IL11RA,Interleukin-11 receptor subunit alpha,422,1,S3_singleTM,81.54,0.737,80.0,2,634.5,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.3333333333333333,31.0,False
Q14626,IL11RA,Interleukin-11 receptor subunit alpha,422,1,S3_singleTM,81.54,0.737,80.0,3,246.4,0,0,3,1,1,0,0,3,2,2,THR,2.99,64.37,67.56,0.0,False,Low cancer specificity,Detected in all,0.3333333333333333,31.0,False
Q14656,TMEM187,Transmembrane protein 187,261,6,S4_multiTM,92.05,0.9387,31.0,1,465.8,0,0,0,0,0,1,0,0,0,0,TYR,9.3,10.28,97.69,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q14656,TMEM187,Transmembrane protein 187,261,6,S4_multiTM,92.05,0.9387,31.0,2,347.6,0,1,0,0,1,0,1,0,0,1,LYS,4.94,76.95,93.94,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q15388,TOMM20,Mitochondrial import receptor subunit TOM20 homolog,145,1,S3_singleTM,76.43,0.7241,26.0,1,1194.8,0,0,2,0,0,0,0,4,0,2,SER,6.98,93.04,55.0,0.0,True,Low cancer specificity,Detected in all,1.0,31.0,False
Q15619,OR1C1,Olfactory receptor 1C1,314,7,S4_multiTM,87.67,0.9076,66.0,1,1228.5,1,0,0,0,0,2,0,2,1,0,TYR,5.11,165.02,57.91,0.0,False,Not detected,Not detected,0.0,0.0,False
Q15619,OR1C1,Olfactory receptor 1C1,314,7,S4_multiTM,87.67,0.9076,66.0,2,303.8,1,1,0,1,0,2,2,0,3,1,TYR,7.09,37.14,95.44,0.0,False,Not detected,Not detected,0.0,0.0,False
Q15619,OR1C1,Olfactory receptor 1C1,314,7,S4_multiTM,87.67,0.9076,66.0,3,270.0,0,0,1,2,0,0,1,2,3,0,THR,5.3,24.06,94.56,0.0,False,Not detected,Not detected,0.0,0.0,False
Q15743,GPR68,G protein-coupled receptor 68,365,7,S1_cancer_TM,80.41,0.7726,62.0,1,2166.8,0,1,0,0,0,0,2,1,1,0,CYS,5.05,78.05,74.94,0.0,False,Low cancer specificity,Detected in many,0.0,28.0,True
Q15743,GPR68,G protein-coupled receptor 68,365,7,S1_cancer_TM,80.41,0.7726,62.0,2,502.9,0,0,0,0,0,0,1,0,0,0,CYS,9.98,75.2,96.88,0.0,False,Low cancer specificity,Detected in many,0.0,28.0,True
Q15743,GPR68,G protein-coupled receptor 68,365,7,S1_cancer_TM,80.41,0.7726,62.0,3,448.9,0,0,0,0,0,0,0,1,1,1,THR,8.78,75.29,65.75,0.0,False,Low cancer specificity,Detected in many,0.0,28.0,True
Q16394,EXT1,Exostosin-1,746,1,S1_cancer_TM,84.79,0.8284,142.0,1,6753.4,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.25,31.0,True
Q16394,EXT1,Exostosin-1,746,1,S1_cancer_TM,84.79,0.8284,142.0,2,4073.6,2,0,0,0,2,2,0,0,0,3,TYR,4.87,45.54,93.5,0.0,False,Low cancer specificity,Detected in all,0.25,31.0,True
Q16394,EXT1,Exostosin-1,746,1,S1_cancer_TM,84.79,0.8284,142.0,3,1262.2,1,0,1,1,1,1,0,1,2,1,TYR,7.63,22.67,50.75,0.0,False,Low cancer specificity,Detected in all,0.25,31.0,True
Q16512,PKN1,Serine/threonine-protein kinase N1,942,0,S5_peripheral,72.02,0.6656,160.0,1,2379.4,0,0,0,1,0,0,0,1,2,0,THR,6.38,129.76,25.77,0.0,True,Low cancer specificity,Detected in all,1.0,31.0,False
Q16512,PKN1,Serine/threonine-protein kinase N1,942,0,S5_peripheral,72.02,0.6656,160.0,2,273.4,0,0,4,0,0,0,0,4,0,0,SER,5.33,90.84,27.45,0.0,True,Low cancer specificity,Detected in all,1.0,31.0,False
Q16512,PKN1,Serine/threonine-protein kinase N1,942,0,S5_peripheral,72.02,0.6656,160.0,3,253.1,0,0,2,0,1,0,0,2,0,1,SER,2.55,106.29,23.62,0.0,True,Low cancer specificity,Detected in all,1.0,31.0,False
Q2M3G0,ABCB5,ATP-binding cassette sub-family B member 5,1257,11,S4_multiTM,84.95,0.8958,240.0,1,432.0,1,0,1,1,0,1,0,1,1,1,TYR,6.34,22.29,90.19,29.6,True,Group enriched,Detected in some,0.0,8.0,False
Q2M3G0,ABCB5,ATP-binding cassette sub-family B member 5,1257,11,S4_multiTM,84.95,0.8958,240.0,2,246.4,0,1,0,2,0,1,1,0,4,0,TYR,9.43,170.59,44.78,29.6,True,Group enriched,Detected in some,0.0,8.0,False
Q2M3G0,ABCB5,ATP-binding cassette sub-family B member 5,1257,11,S4_multiTM,84.95,0.8958,240.0,3,229.5,0,0,1,0,2,0,0,1,0,2,SER,3.31,93.72,88.81,29.6,True,Group enriched,Detected in some,0.0,8.0,False
Q2NKQ1,SGSM1,Small G protein signaling modulator 1,1148,0,S5_peripheral,65.85,0.5557,243.0,1,2244.4,0,0,0,0,0,0,0,0,1,0,THR,9.35,116.4,30.52,6.2,True,Cancer enhanced,Detected in many,0.5,19.0,False
Q2NKQ1,SGSM1,Small G protein signaling modulator 1,1148,0,S5_peripheral,65.85,0.5557,243.0,2,2220.8,0,0,0,0,1,0,0,1,0,3,LYS,7.22,188.87,39.06,6.2,True,Cancer enhanced,Detected in many,0.5,19.0,False
Q2NKQ1,SGSM1,Small G protein signaling modulator 1,1148,0,S5_peripheral,65.85,0.5557,243.0,3,388.1,0,0,0,0,0,0,0,0,0,0,,,,,6.2,True,Cancer enhanced,Detected in many,0.5,19.0,False
Q3KNS1,PTCHD3,Patched domain-containing protein 3,954,13,S4_multiTM,81.55,0.827,161.0,1,13270.5,1,0,1,1,0,1,0,2,1,0,TYR,3.99,63.37,88.25,,False,,,,,False
Q3KNS1,PTCHD3,Patched domain-containing protein 3,954,13,S4_multiTM,81.55,0.827,161.0,2,5413.5,0,0,2,0,1,1,0,3,0,1,TYR,9.66,50.02,93.31,,False,,,,,False
Q3KNS1,PTCHD3,Patched domain-containing protein 3,954,13,S4_multiTM,81.55,0.827,161.0,3,972.0,0,0,2,0,0,0,0,2,0,0,SER,3.75,105.48,22.72,,False,,,,,False
Q53GL0,PLEKHO1,Pleckstrin homology domain-containing family O member 1,409,0,S2_cancer_nonTM,68.69,0.5134,100.0,1,19929.4,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q53GL0,PLEKHO1,Pleckstrin homology domain-containing family O member 1,409,0,S2_cancer_nonTM,68.69,0.5134,100.0,2,2271.4,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q53GL0,PLEKHO1,Pleckstrin homology domain-containing family O member 1,409,0,S2_cancer_nonTM,68.69,0.5134,100.0,3,1896.8,0,0,1,0,0,0,0,1,0,0,SER,4.95,104.05,45.62,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,True
Q58HT5,AWAT1,Acyl-CoA wax alcohol acyltransferase 1,328,2,S4_multiTM,93.04,0.9817,69.0,1,1522.1,1,2,0,1,0,2,2,0,2,0,TYR,4.3,37.01,88.25,0.0,False,Not detected,Not detected,0.0,0.0,False
Q58HT5,AWAT1,Acyl-CoA wax alcohol acyltransferase 1,328,2,S4_multiTM,93.04,0.9817,69.0,2,246.4,1,1,1,0,0,2,1,2,2,1,TYR,4.38,62.56,92.5,0.0,False,Not detected,Not detected,0.0,0.0,False
Q58HT5,AWAT1,Acyl-CoA wax alcohol acyltransferase 1,328,2,S4_multiTM,93.04,0.9817,69.0,3,212.6,2,0,0,0,0,2,0,1,0,0,TYR,6.75,25.32,94.56,0.0,False,Not detected,Not detected,0.0,0.0,False
Q5H943,CT83,Kita-kyushu lung cancer antigen 1,113,1,S1_cancer_TM,70.85,0.5221,29.0,1,955.1,0,0,0,0,0,0,0,0,0,1,LYS,9.55,134.0,82.0,15.9,True,Cancer enhanced,Detected in many,0.0,14.0,True
Q5NUL3,FFAR4,Free fatty acid receptor 4,361,7,S4_multiTM,79.3,0.7535,54.0,1,5325.8,0,0,0,0,0,0,0,1,0,0,SER,9.77,47.64,56.22,7.3,False,Cancer enhanced,Detected in many,0.0,13.0,False
Q5NUL3,FFAR4,Free fatty acid receptor 4,361,7,S4_multiTM,79.3,0.7535,54.0,2,367.9,0,0,0,1,0,0,0,1,2,0,THR,7.78,77.48,90.19,7.3,False,Cancer enhanced,Detected in many,0.0,13.0,False
Q5SQI0,ATAT1,Alpha-tubulin N-acetyltransferase 1,421,0,S5_peripheral,68.44,0.4489,73.0,1,13034.2,0,0,0,0,1,0,0,0,0,2,LYS,6.07,142.68,97.19,7.1,False,Cancer enhanced,Detected in many,0.25,20.0,False
Q5SQI0,ATAT1,Alpha-tubulin N-acetyltransferase 1,421,0,S5_peripheral,68.44,0.4489,73.0,2,934.9,1,0,0,0,1,2,0,0,0,1,TYR,4.85,65.17,98.81,7.1,False,Cancer enhanced,Detected in many,0.25,20.0,False
Q5SQI0,ATAT1,Alpha-tubulin N-acetyltransferase 1,421,0,S5_peripheral,68.44,0.4489,73.0,3,887.6,0,0,0,0,0,0,0,0,0,0,,,,,7.1,False,Cancer enhanced,Detected in many,0.25,20.0,False
Q63HM2,PCNX4,Pecanex-like protein 4,1172,15,S4_multiTM,78.17,0.7833,211.0,1,4343.6,0,0,0,0,0,0,0,0,1,0,THR,9.42,12.39,87.56,0.0,True,Low cancer specificity,Detected in all,1.0,29.0,False
Q63HM2,PCNX4,Pecanex-like protein 4,1172,15,S4_multiTM,78.17,0.7833,211.0,2,2214.0,0,0,1,0,0,0,0,1,1,1,SER,7.54,18.91,91.56,0.0,True,Low cancer specificity,Detected in all,1.0,29.0,False
Q63HM2,PCNX4,Pecanex-like protein 4,1172,15,S4_multiTM,78.17,0.7833,211.0,3,2170.1,0,0,0,0,0,0,0,0,0,0,,,,,0.0,True,Low cancer specificity,Detected in all,1.0,29.0,False
Q68CQ7,GLT8D1,Glycosyltransferase 8 domain-containing protein 1,371,1,S3_singleTM,84.76,0.8005,74.0,1,2244.4,0,1,1,1,1,1,1,2,1,1,TYR,9.85,17.66,82.38,0.0,False,Low cancer specificity,Detected in all,0.25,31.0,False
Q68CQ7,GLT8D1,Glycosyltransferase 8 domain-containing protein 1,371,1,S3_singleTM,84.76,0.8005,74.0,2,1809.0,0,0,0,0,2,0,0,1,1,2,LYS,5.31,26.34,95.31,0.0,False,Low cancer specificity,Detected in all,0.25,31.0,False
Q68CQ7,GLT8D1,Glycosyltransferase 8 domain-containing protein 1,371,1,S3_singleTM,84.76,0.8005,74.0,3,637.9,1,0,0,1,2,1,0,0,2,2,TYR,5.36,15.64,98.31,0.0,False,Low cancer specificity,Detected in all,0.25,31.0,False
Q6E213,AWAT2,Acyl-CoA wax alcohol acyltransferase 2,333,3,S4_multiTM,94.31,0.994,66.0,1,1474.9,0,0,0,1,0,1,0,0,1,0,TYR,8.28,17.07,81.12,0.0,False,Not detected,Not detected,0.0,0.0,False
Q6E213,AWAT2,Acyl-CoA wax alcohol acyltransferase 2,333,3,S4_multiTM,94.31,0.994,66.0,2,448.9,0,0,0,0,0,0,0,0,1,0,THR,8.59,11.56,95.44,0.0,False,Not detected,Not detected,0.0,0.0,False
Q6P9G4,TMEM154,Transmembrane protein 154,183,1,S3_singleTM,62.51,0.2732,42.0,1,1960.9,0,0,0,0,0,0,0,0,0,0,,,,,20.4,True,Cancer enhanced,Detected in many,0.2727272727272727,26.0,False
Q6P9G4,TMEM154,Transmembrane protein 154,183,1,S3_singleTM,62.51,0.2732,42.0,2,381.4,0,0,1,0,1,0,0,1,0,1,SER,2.75,43.83,80.75,20.4,True,Cancer enhanced,Detected in many,0.2727272727272727,26.0,False
Q6P9G4,TMEM154,Transmembrane protein 154,183,1,S3_singleTM,62.51,0.2732,42.0,3,266.6,0,0,1,2,0,0,0,1,2,1,THR,4.91,133.88,37.62,20.4,True,Cancer enhanced,Detected in many,0.2727272727272727,26.0,False
Q6PCB0,VWA1,von Willebrand factor A domain-containing protein 1,445,0,S5_peripheral,78.37,0.7798,58.0,1,4029.8,0,0,2,1,3,0,0,3,1,3,SER,2.44,17.84,83.62,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q6PCB0,VWA1,von Willebrand factor A domain-containing protein 1,445,0,S5_peripheral,78.37,0.7798,58.0,2,303.8,0,1,1,0,1,1,1,1,0,1,TYR,9.82,11.23,89.0,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q6PCB0,VWA1,von Willebrand factor A domain-containing protein 1,445,0,S5_peripheral,78.37,0.7798,58.0,3,280.1,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q6PIL6,KCNIP4,Kv channel-interacting protein 4,250,0,S5_peripheral,69.84,0.644,57.0,1,1984.5,2,1,0,1,0,3,1,0,1,2,TYR,1.14,117.26,33.12,9.2,False,Cancer enhanced,Detected in some,0.0,10.0,False
Q6PIL6,KCNIP4,Kv channel-interacting protein 4,250,0,S5_peripheral,69.84,0.644,57.0,2,1053.0,1,0,0,1,1,1,0,0,1,2,TYR,6.08,47.53,83.81,9.2,False,Cancer enhanced,Detected in some,0.0,10.0,False
Q6QAJ8,TMEM220,Transmembrane protein 220,160,5,S4_multiTM,91.65,0.9375,24.0,1,378.0,1,0,2,0,0,1,0,2,0,0,TYR,5.33,14.76,98.56,0.0,False,Low cancer specificity,Detected in all,0.0,31.0,False
Q6UXK5,LRRN1,Leucine-rich repeat neuronal protein 1,716,1,S3_singleTM,81.96,0.7975,163.0,1,5501.2,0,0,1,1,0,1,0,3,1,0,TYR,8.64,188.3,32.5,23.6,True,Cancer enhanced,Detected in many,0.18181818181818182,22.0,False
Q6UXK5,LRRN1,Leucine-rich repeat neuronal protein 1,716,1,S3_singleTM,81.96,0.7975,163.0,2,4846.5,0,0,0,1,0,0,0,0,1,2,THR,7.5,47.66,94.12,23.6,True,Cancer enhanced,Detected in many,0.18181818181818182,22.0,False
Q6UXK5,LRRN1,Leucine-rich repeat neuronal protein 1,716,1,S3_singleTM,81.96,0.7975,163.0,3,2234.2,0,0,0,0,0,0,0,0,1,2,THR,8.03,49.16,98.31,23.6,True,Cancer enhanced,Detected in many,0.18181818181818182,22.0,False
Q6ZMD2,SPNS3,Protein spinster homolog 3,512,12,S4_multiTM,84.46,0.834,74.0,1,4924.1,0,0,0,1,0,0,0,0,2,0,THR,4.49,31.44,86.31,1.7,False,Cancer enhanced,Detected in some,0.0,5.0,False
Q6ZRH7,CATSPERG,Cation channel sperm-associated auxiliary subunit gamma,1159,1,S3_singleTM,83.85,0.8663,235.0,1,2889.0,0,0,1,0,0,0,0,3,0,0,SER,7.13,77.03,29.12,0.0,False,Low cancer specificity,Detected in single,0.0,6.0,False
Q6ZRH7,CATSPERG,Cation channel sperm-associated auxiliary subunit gamma,1159,1,S3_singleTM,83.85,0.8663,235.0,2,907.9,0,0,1,0,2,1,0,1,1,3,TYR,8.45,96.58,93.81,0.0,False,Low cancer specificity,Detected in single,0.0,6.0,False
Q6ZRH7,CATSPERG,Cation channel sperm-associated auxiliary subunit gamma,1159,1,S3_singleTM,83.85,0.8663,235.0,3,604.1,0,0,0,0,0,2,0,0,0,0,TYR,8.45,31.14,93.0,0.0,False,Low cancer specificity,Detected in single,0.0,6.0,False
Q6ZVD7,STOX1,Storkhead-box protein 1,989,0,S5_peripheral,48.65,0.2103,237.0,1,3280.5,0,0,0,0,0,0,0,1,1,1,LYS,9.47,181.58,37.34,0.0,False,Low cancer specificity,Detected in many,0.08333333333333333,25.0,False
Q6ZVD7,STOX1,Storkhead-box protein 1,989,0,S5_peripheral,48.65,0.2103,237.0,2,1522.1,0,0,0,0,0,0,0,1,0,0,SER,9.06,101.04,39.66,0.0,False,Low cancer specificity,Detected in many,0.08333333333333333,25.0,False
Q6ZVD7,STOX1,Storkhead-box protein 1,989,0,S5_peripheral,48.65,0.2103,237.0,3,1377.0,0,0,0,0,2,1,0,0,0,2,TYR,9.65,203.73,33.03,0.0,False,Low cancer specificity,Detected in many,0.08333333333333333,25.0,False
Q6ZWE6,PLEKHM3,Pleckstrin homology domain-containing family M member 3,761,0,S5_peripheral,64.93,0.548,173.0,1,1437.8,0,0,0,0,0,0,0,1,0,1,SER,8.77,111.16,32.09,0.0,False,Low cancer specificity,Detected in many,0.0,24.0,False
Q6ZWE6,PLEKHM3,Pleckstrin homology domain-containing family M member 3,761,0,S5_peripheral,64.93,0.548,173.0,2,762.8,0,0,0,0,0,0,0,0,1,0,THR,8.3,121.03,30.02,0.0,False,Low cancer specificity,Detected in many,0.0,24.0,False
Q6ZWE6,PLEKHM3,Pleckstrin homology domain-containing family M member 3,761,0,S5_peripheral,64.93,0.548,173.0,3,391.5,0,0,0,0,0,0,0,0,0,0,,,,,0.0,False,Low cancer specificity,Detected in many,0.0,24.0,False
Q6ZXV5,TMTC3,Protein O-mannosyl-transferase TMTC3,915,11,S4_multiTM,87.64,0.8754,173.0,1,16432.9,0,0,0,0,0,0,0,0,0,1,LYS,8.44,67.65,90.62,0.0,False,Low cancer specificity,Detected in all,0.16666666666666666,31.0,False
